ts,side,entry,price,uPnL,resid_z,VWAP_s,VWAP_m
2025-10-02 04:29:00,-,-,1.6885,0.0,0.981,1.6958,1.7034
2025-10-02 04:30:00,-,-,1.6822,0.0,1.299,1.6922,1.7009
2025-10-02 04:31:00,-,-,1.6806,0.0,1.164,1.6889,1.6982
2025-10-02 04:32:00,-,-,1.6809,0.0,0.845,1.6866,1.696
2025-10-02 04:33:00,-,-,1.6778,0.0,1.048,1.6828,1.6931
2025-10-02 04:34:00,-,-,1.675,0.0,0.465,1.6803,1.6907
2025-10-02 04:35:00,-,-,1.6733,0.0,0.339,1.6782,1.6883
2025-10-02 04:36:00,-,-,1.6739,0.0,0.639,1.6763,1.6858
2025-10-02 04:37:00,-,-,1.6748,0.0,0.268,1.6754,1.6837
2025-10-02 04:38:00,-,-,1.6738,0.0,0.322,1.6743,1.6816
2025-10-02 04:39:00,-,-,1.6705,0.0,0.345,1.6728,1.6794
2025-10-02 04:40:00,-,-,1.6687,0.0,0.316,1.6718,1.6773
2025-10-02 04:41:00,-,-,1.669,0.0,0.079,1.6711,1.6756
2025-10-02 04:42:00,-,-,1.6682,0.0,1.27,1.6703,1.6741
2025-10-02 04:43:00,-,-,1.6755,0.0,0.55,1.6711,1.6738
2025-10-02 04:44:00,-,-,1.67515,0.0,-0.973,1.6712,1.6732
2025-10-02 04:45:00,-,-,1.673,0.0,1.266,1.6712,1.6726
2025-10-02 04:46:00,-,-,1.6659,0.0,-0.503,1.6701,1.6713
2025-10-02 04:47:00,-,-,1.6603,0.0,0.795,1.6681,1.6699
2025-10-02 04:48:00,-,-,1.6654,0.0,-0.111,1.6681,1.6695
2025-10-02 04:49:00,-,-,1.6684,0.0,0.089,1.668,1.6694
2025-10-02 04:50:00,-,-,1.6691,0.0,0.492,1.6664,1.6687
2025-10-02 04:51:00,-,-,1.6644,0.0,0.278,1.6654,1.6682
2025-10-02 04:52:00,-,-,1.6623,0.0,0.568,1.6639,1.6672
2025-10-02 04:53:00,-,-,1.6629,0.0,0.47,1.6639,1.6667
2025-10-02 04:54:00,-,-,1.6651,0.0,0.82,1.6645,1.6665
2025-10-02 04:55:00,-,-,1.6697,0.0,-0.104,1.665,1.6667
2025-10-02 04:56:00,-,-,1.6704,0.0,-0.113,1.6656,1.6667
2025-10-02 04:57:00,-,-,1.67195,0.0,-0.056,1.6666,1.6665
2025-10-02 04:58:00,-,-,1.6733,0.0,-0.168,1.668,1.6664
2025-10-02 04:59:00,-,-,1.673,0.0,-0.494,1.6695,1.6666
2025-10-02 05:00:00,-,-,1.6776,0.0,-0.467,1.6716,1.6678
2025-10-02 05:01:00,-,-,1.6772,0.0,-0.298,1.6731,1.6689
2025-10-02 05:02:00,-,-,1.67735,0.0,-1.16,1.6743,1.6697
2025-10-02 05:03:00,-,-,1.6777,0.0,-2.908,1.6754,1.6705
2025-10-02 05:04:00,-,-,1.6741,0.0,-2.701,1.6752,1.6709
2025-10-02 05:05:00,-,-,1.6665,0.0,0.838,1.6746,1.6713
2025-10-02 05:06:00,-,-,1.6687,0.0,0.061,1.6739,1.6719
2025-10-02 05:07:00,-,-,1.6695,0.0,0.234,1.673,1.6724
2025-10-02 05:08:00,-,-,1.6654,0.0,0.049,1.6712,1.6722
2025-10-02 05:09:00,-,-,1.6709,0.0,1.256,1.6703,1.6724
2025-10-02 05:10:00,-,-,1.6706,0.0,0.29,1.6696,1.6724
2025-10-02 05:11:00,-,-,1.6691,0.0,-0.778,1.6693,1.6721
2025-10-02 05:12:00,-,-,1.6649,0.0,-0.213,1.6683,1.6714
2025-10-02 05:13:00,-,-,1.6583,0.0,0.579,1.6663,1.6701
2025-10-02 05:14:00,-,-,1.6563,0.0,-0.793,1.6647,1.6686
2025-10-02 05:15:00,-,-,1.6579,0.0,-1.059,1.6632,1.6673
2025-10-02 05:16:00,-,-,1.654,0.0,0.855,1.6608,1.6655
2025-10-02 05:17:00,-,-,1.6487,0.0,1.639,1.6576,1.6635
2025-10-02 05:18:00,-,-,1.6517,0.0,0.629,1.6555,1.6622
2025-10-02 05:19:00,-,-,1.6545,0.0,0.918,1.6547,1.6613
2025-10-02 05:20:00,-,-,1.6527,0.0,0.728,1.6538,1.66
2025-10-02 05:21:00,-,-,1.6555,0.0,0.188,1.6535,1.6591
2025-10-02 05:22:00,-,-,1.6557,0.0,-0.204,1.6535,1.6583
2025-10-02 05:23:00,-,-,1.6566,0.0,-0.29,1.6543,1.6573
2025-10-02 05:24:00,-,-,1.661,0.0,0.125,1.6555,1.6566
2025-10-02 05:25:00,-,-,1.6553,0.0,0.864,1.6565,1.6561
2025-10-02 05:26:00,-,-,1.6632,0.0,-0.581,1.6581,1.6564
2025-10-02 05:27:00,-,-,1.6639,0.0,0.101,1.6594,1.6567
2025-10-02 05:28:00,-,-,1.6696,0.0,-0.044,1.6619,1.6577
2025-10-02 05:29:00,-,-,1.6699,0.0,-0.711,1.6639,1.6587
2025-10-02 05:30:00,-,-,1.6656,0.0,-0.639,1.6648,1.6597
2025-10-02 05:31:00,-,-,1.6606,0.0,-0.194,1.6649,1.6601
2025-10-02 05:32:00,-,-,1.66175,0.0,0.447,1.665,1.6608
2025-10-02 05:33:00,-,-,1.6658,0.0,-0.161,1.6658,1.6619
2025-10-02 05:34:00,-,-,1.6641,0.0,-0.758,1.6652,1.6625
2025-10-02 05:35:00,-,-,1.6632,0.0,-0.589,1.6644,1.6632
2025-10-02 05:36:00,-,-,1.6604,0.0,-0.759,1.6631,1.6634
2025-10-02 05:37:00,-,-,1.65,0.0,-0.102,1.6607,1.6626
2025-10-02 05:38:00,-,-,1.6506,0.0,0.497,1.6594,1.6622
2025-10-02 05:39:00,-,-,1.6484,0.0,0.46,1.6571,1.6612
2025-10-02 05:40:00,-,-,1.6521,0.0,0.948,1.6555,1.6605
2025-10-02 05:41:00,-,-,1.6551,0.0,0.057,1.6544,1.6598
2025-10-02 05:42:00,-,-,1.6539,0.0,0.155,1.6529,1.6585
2025-10-02 05:43:00,-,-,1.6514,0.0,-0.27,1.652,1.6573
2025-10-02 05:44:00,-,-,1.65405,0.0,1.063,1.6526,1.6567
2025-10-02 05:45:00,-,-,1.6549,0.0,0.224,1.6534,1.6563
2025-10-02 05:46:00,-,-,1.6567,0.0,-0.251,1.6543,1.6558
2025-10-02 05:47:00,-,-,1.6584,0.0,-0.549,1.655,1.6554
2025-10-02 05:48:00,-,-,1.6582,0.0,-0.169,1.6553,1.6548
2025-10-02 05:49:00,-,-,1.6592,0.0,-0.166,1.6563,1.6546
2025-10-02 05:50:00,-,-,1.6629,0.0,0.6,1.658,1.6551
2025-10-02 05:51:00,-,-,1.6614,0.0,-0.484,1.6589,1.6558
2025-10-02 05:52:00,-,-,1.6619,0.0,-1.365,1.6591,1.6563
2025-10-02 05:53:00,-,-,1.6609,0.0,-0.723,1.6599,1.6572
2025-10-02 05:54:00,-,-,1.6631,0.0,-0.79,1.661,1.658
2025-10-02 05:55:00,-,-,1.6635,0.0,-0.91,1.6619,1.6587
2025-10-02 05:56:00,-,-,1.6598,0.0,0.359,1.6614,1.659
2025-10-02 05:57:00,-,-,1.665,0.0,0.404,1.662,1.6599
2025-10-02 05:58:00,-,-,1.6654,0.0,-0.293,1.6629,1.6608
2025-10-02 05:59:00,-,-,1.66765,0.0,-0.206,1.6645,1.6619
2025-10-02 06:00:00,-,-,1.6717,0.0,0.386,1.6657,1.6629
2025-10-02 06:01:00,-,-,1.6692,0.0,-0.861,1.6666,1.6638
2025-10-02 06:02:00,-,-,1.6732,0.0,-0.231,1.6685,1.665
2025-10-02 06:03:00,-,-,1.674,0.0,0.848,1.6705,1.6661
2025-10-02 06:04:00,-,-,1.6777,0.0,-1.192,1.6724,1.6672
2025-10-02 06:05:00,-,-,1.6762,0.0,-0.232,1.6734,1.6683
2025-10-02 06:06:00,-,-,1.68065,0.0,-0.706,1.6753,1.6699
2025-10-02 06:07:00,-,-,1.6808,0.0,-0.681,1.6767,1.6713
2025-10-02 06:08:00,-,-,1.6841,0.0,0.247,1.6791,1.673
2025-10-02 06:09:00,-,-,1.6836,0.0,-1.05,1.6804,1.6745
2025-10-02 06:10:00,-,-,1.6845,0.0,0.895,1.6814,1.676
2025-10-02 06:11:00,-,-,1.6888,0.0,-0.388,1.6837,1.678
2025-10-02 06:12:00,-,-,1.6904,0.0,0.388,1.6856,1.6797
2025-10-02 06:13:00,-,-,1.6964,0.0,0.311,1.6882,1.6818
2025-10-02 06:14:00,-,-,1.6978,0.0,-0.864,1.6899,1.6834
2025-10-02 06:15:00,-,-,1.6997,0.0,-0.825,1.6924,1.6857
2025-10-02 06:16:00,-,-,1.6983,0.0,-0.541,1.6947,1.6875
2025-10-02 06:17:00,-,-,1.6994,0.0,-1.835,1.6968,1.6893
2025-10-02 06:18:00,-,-,1.6917,0.0,-0.183,1.6974,1.6905
2025-10-02 06:19:00,-,-,1.6922,0.0,-0.516,1.6967,1.6913
2025-10-02 06:20:00,-,-,1.68985,0.0,-0.28,1.6955,1.6918
2025-10-02 06:21:00,-,-,1.6862,0.0,0.332,1.6935,1.6919
2025-10-02 06:22:00,-,-,1.6915,0.0,0.237,1.6929,1.6926
2025-10-02 06:23:00,-,-,1.6877,0.0,0.094,1.6907,1.6927
2025-10-02 06:24:00,-,-,1.68945,0.0,0.394,1.6896,1.693
2025-10-02 06:25:00,-,-,1.689,0.0,-0.148,1.6899,1.6934
2025-10-02 06:26:00,-,-,1.6895,0.0,0.016,1.6895,1.693
2025-10-02 06:27:00,-,-,1.6888,0.0,0.172,1.6898,1.6925
2025-10-02 06:28:00,-,-,1.6874,0.0,0.034,1.6894,1.6916
2025-10-02 06:29:00,-,-,1.6901,0.0,0.112,1.6897,1.6911
2025-10-02 06:30:00,-,-,1.6928,0.0,0.112,1.6907,1.6908
2025-10-02 06:31:00,-,-,1.6971,0.0,-0.638,1.6915,1.6907
2025-10-02 06:32:00,-,-,1.6882,0.0,-0.394,1.691,1.6903
2025-10-02 06:33:00,-,-,1.6864,0.0,0.066,1.6902,1.6898
2025-10-02 06:34:00,-,-,1.6868,0.0,0.604,1.6905,1.6901
2025-10-02 06:35:00,-,-,1.6892,0.0,0.457,1.6912,1.6905
2025-10-02 06:36:00,-,-,1.6906,0.0,-0.744,1.6914,1.6906
2025-10-02 06:37:00,-,-,1.6908,0.0,-0.225,1.6907,1.6908
2025-10-02 06:38:00,-,-,1.6904,0.0,0.71,1.6904,1.6908
2025-10-02 06:39:00,-,-,1.6942,0.0,-0.181,1.6911,1.6909
2025-10-02 06:40:00,-,-,1.6889,0.0,0.36,1.6909,1.6906
2025-10-02 06:41:00,-,-,1.6921,0.0,0.141,1.6917,1.6912
2025-10-02 06:42:00,-,-,1.6945,0.0,-0.608,1.6921,1.6916
2025-10-02 06:43:00,-,-,1.6929,0.0,-0.612,1.6919,1.6916
2025-10-02 06:44:00,-,-,1.6876,0.0,-0.477,1.6915,1.691
2025-10-02 06:45:00,-,-,1.6871,0.0,0.499,1.6905,1.6905
2025-10-02 06:46:00,-,-,1.6891,0.0,-0.084,1.6904,1.6906
2025-10-02 06:47:00,-,-,1.6855,0.0,-0.046,1.6893,1.6903
2025-10-02 06:48:00,-,-,1.6903,0.0,0.217,1.6894,1.6906
2025-10-02 06:49:00,-,-,1.6927,0.0,-0.575,1.689,1.6905
2025-10-02 06:50:00,-,-,1.6864,0.0,-0.098,1.6879,1.6898
2025-10-02 06:51:00,-,-,1.689,0.0,0.072,1.6886,1.69
2025-10-02 06:52:00,-,-,1.6892,0.0,-0.713,1.6888,1.6897
2025-10-02 06:53:00,-,-,1.693,0.0,0.186,1.69,1.6901
2025-10-02 06:54:00,-,-,1.7013,0.0,-0.16,1.6925,1.6911
2025-10-02 06:55:00,-,-,1.7073,0.0,-0.488,1.695,1.6922
2025-10-02 06:56:00,-,-,1.7109,0.0,-0.307,1.699,1.6938
2025-10-02 06:57:00,-,-,1.7132,0.0,-0.677,1.7027,1.6954
2025-10-02 06:58:00,-,-,1.7119,0.0,-0.417,1.7064,1.6975
2025-10-02 06:59:00,-,-,1.7108,0.0,-0.379,1.7089,1.699
2025-10-02 07:00:00,-,-,1.7113,0.0,-0.819,1.7111,1.7008
2025-10-02 07:01:00,-,-,1.70475,0.0,-0.451,1.7107,1.7019
2025-10-02 07:02:00,-,-,1.7039,0.0,-0.278,1.71,1.7027
2025-10-02 07:03:00,-,-,1.7064,0.0,0.231,1.709,1.7041
2025-10-02 07:04:00,-,-,1.7092,0.0,0.296,1.7085,1.7057
2025-10-02 07:05:00,-,-,1.7084,0.0,0.38,1.7072,1.7066
2025-10-02 07:06:00,-,-,1.7038,0.0,0.798,1.7055,1.7073
2025-10-02 07:07:00,-,-,1.6989,0.0,-0.054,1.7038,1.7072
2025-10-02 07:08:00,-,-,1.7002,0.0,-0.165,1.7032,1.707
2025-10-02 07:09:00,-,-,1.7012,0.0,0.764,1.7025,1.7063
